2023-05-22-20:48:47.817-UTC 62.40 61.35 61.75 65.45 63.81 65.46 66.32 63.06
2023-05-22-20:48:48.075-UTC 62.67 61.35 61.75 65.45 63.54 65.53 66.32 63.06
2023-05-22-20:48:48.246-UTC 62.40 61.35 61.75 65.45 63.54 65.46 66.32 63.06
2023-05-22-20:48:48.556-UTC 62.40 61.41 61.81 65.51 63.81 65.46 66.39 63.13
2023-05-22-20:48:48.796-UTC 62.40 61.35 61.75 65.51 63.54 65.46 66.32 63.06
2023-05-22-20:48:49.067-UTC 62.40 61.35 61.75 65.45 63.54 65.46 66.32 63.06
2023-05-22-20:48:49.235-UTC 62.40 61.35 61.75 65.45 63.54 65.46 66.32 63.06
2023-05-22-20:48:49.404-UTC 62.40 61.35 61.75 65.45 63.81 65.53 66.32 63.06
2023-05-22-20:48:49.704-UTC 62.40 61.35 61.75 65.45 63.81 65.53 66.32 63.06
2023-05-22-20:48:49.892-UTC 62.47 61.35 61.75 65.45 63.54 65.53 66.32 63.06
2023-05-22-20:48:50.107-UTC 62.40 61.35 61.75 65.51 63.54 65.46 66.32 63.06
2023-05-22-20:48:50.339-UTC 62.40 61.35 62.08 65.45 63.54 65.46 66.32 63.06
2023-05-22-20:48:50.508-UTC 62.40 61.35 62.08 65.45 63.54 65.53 66.32 63.06
2023-05-22-20:48:50.805-UTC 62.40 61.35 62.08 65.45 63.54 65.46 66.32 63.06
2023-05-22-20:48:50.973-UTC 62.40 61.35 61.75 65.45 63.54 65.46 66.32 63.06
2023-05-22-20:48:51.142-UTC 62.40 61.35 61.75 65.45 63.81 65.46 66.32 62.74
2023-05-22-20:48:51.422-UTC 62.40 61.35 61.75 65.45 63.54 65.46 66.32 63.06
2023-05-22-20:48:51.588-UTC 62.67 61.35 61.75 65.45 63.81 65.46 66.32 63.06
2023-05-22-20:48:52.123-UTC 62.40 61.35 61.75 65.45 63.54 65.46 66.32 63.06
2023-05-22-20:48:53.167-UTC 62.40 61.35 62.08 65.51 63.81 65.46 66.32 63.06
2023-05-22-20:48:53.751-UTC 62.67 61.35 62.08 65.45 63.81 65.46 66.32 63.06
2023-05-22-20:48:54.157-UTC 62.40 61.35 61.75 65.45 63.81 65.46 66.32 63.06
2023-05-22-20:48:54.826-UTC 62.40 61.35 61.75 65.45 63.54 65.53 66.32 63.06
2023-05-22-20:48:55.404-UTC 62.40 61.35 61.75 65.45 63.81 65.46 66.32 63.06
2023-05-22-20:48:55.976-UTC 62.67 61.35 62.08 65.45 63.81 65.53 66.32 63.06
