2023-02-22-23:07:43.622-UTC 63.40 63.34 63.54 63.67 61.13 62.54 64.72 63.34
2023-02-22-23:07:43.782-UTC 63.40 63.67 63.54 63.67 61.13 62.54 64.72 63.34
2023-02-22-23:07:43.948-UTC 63.40 63.34 63.54 63.67 61.13 62.54 64.72 63.34
2023-02-22-23:07:44.111-UTC 63.40 63.34 63.54 63.67 61.40 62.54 64.72 63.67
2023-02-22-23:07:44.272-UTC 63.40 63.67 63.54 63.67 61.13 62.54 64.72 63.34
2023-02-22-23:07:44.433-UTC 63.40 63.34 63.54 63.67 61.40 62.54 64.72 63.34
2023-02-22-23:07:44.594-UTC 63.40 63.67 63.54 63.67 61.13 62.54 64.72 63.34
2023-02-22-23:07:44.755-UTC 63.40 63.67 63.54 63.67 61.13 62.54 64.72 63.34
2023-02-22-23:07:44.913-UTC 63.40 63.34 63.54 63.67 61.13 62.54 64.72 63.34
2023-02-22-23:07:45.074-UTC 63.40 63.67 63.54 63.67 61.13 62.87 64.72 63.34
2023-02-22-23:07:45.235-UTC 63.40 63.34 63.54 63.67 61.13 62.87 64.72 63.34
2023-02-22-23:07:45.395-UTC 63.40 63.34 63.54 63.67 61.13 62.54 64.72 63.34
2023-02-22-23:07:45.557-UTC 63.40 63.67 63.54 63.67 61.13 62.54 64.72 63.34
2023-02-22-23:07:45.718-UTC 63.67 63.34 63.54 63.67 61.13 62.54 64.72 63.41
2023-02-22-23:07:45.879-UTC 63.40 63.34 63.54 63.67 61.13 62.54 64.72 63.41
2023-02-22-23:07:46.042-UTC 63.40 63.67 63.54 63.67 61.40 62.87 64.72 63.34
2023-02-22-23:07:46.213-UTC 63.67 63.34 63.54 63.67 61.40 62.54 64.72 63.34
2023-02-22-23:07:46.374-UTC 63.40 63.67 63.54 63.67 61.13 62.54 64.72 63.34
2023-02-22-23:07:46.538-UTC 63.40 63.34 63.54 63.67 61.13 62.54 64.72 63.34
2023-02-22-23:07:46.700-UTC 63.40 63.67 63.54 63.67 61.13 62.54 64.72 63.34
2023-02-22-23:07:46.865-UTC 63.40 63.34 63.54 63.67 61.13 62.87 64.72 63.34
2023-02-22-23:07:47.025-UTC 63.40 63.34 63.54 63.67 61.13 62.54 64.72 63.34
2023-02-22-23:07:47.187-UTC 63.40 63.34 63.54 63.67 61.13 62.54 64.72 63.34
2023-02-22-23:07:47.347-UTC 63.40 63.34 63.54 63.67 61.13 62.54 64.72 63.41
2023-02-22-23:07:47.508-UTC 63.40 63.34 63.54 63.67 61.13 62.54 64.72 63.34
