1 1 4.107704 4.899888
1 2 2.056499 2.422444
1 4 1.032682 1.207630
1 8 0.512771 0.612083
1 16 0.256410 0.305593
1 32 0.129979 0.152783
1 64 0.065912 0.076956
1 128 0.033267 0.038257
1 256 0.017311 0.020533
1 512 0.009182 0.010552
1 1024 0.004769 0.005330
1 2048 0.002434 0.002780
1 4096 0.001501 0.001627
1 8192 0.000827 0.000908
1 16384 0.000557 0.000605
1 32768 0.000395 0.000438
1 65536 0.000293 0.000315
2 1 4.060789 4.889710
2 2 2.099076 2.493896
2 4 1.050284 1.243010
2 8 0.528191 0.625129
2 16 0.265520 0.310868
2 32 0.129672 0.154661
2 64 0.067357 0.078742
2 128 0.034490 0.040687
2 256 0.018224 0.021171
2 512 0.009704 0.010868
2 1024 0.004921 0.005652
2 2048 0.002945 0.003187
2 4096 0.001594 0.001761
2 8192 0.001022 0.001121
2 16384 0.000729 0.000788
2 32768 0.000592 0.000628
2 65536 0.000476 0.000513
4 1 4.161076 5.032036
4 2 2.081402 2.470268
4 4 1.039050 1.236658
4 8 0.518040 0.619235
4 16 0.259982 0.309481
4 32 0.131100 0.156585
4 64 0.070441 0.082867
4 128 0.036968 0.042665
4 256 0.019017 0.021524
4 512 0.010329 0.011918
4 1024 0.005570 0.006229
4 2048 0.003452 0.003908
4 4096 0.002158 0.002292
4 8192 0.001474 0.001625
4 16384 0.001142 0.001549
4 32768 0.001623 0.001416
4 65536 0.001226 0.001192
8 1 4.160810 5.008241
8 2 2.069615 2.495631
8 4 1.046179 1.237428
8 8 0.525816 0.627081
8 16 0.264746 0.317930
8 32 0.139418 0.166956
8 64 0.072752 0.086257
8 128 0.038151 0.046662
8 256 0.021047 0.023910
8 512 0.012535 0.013494
8 1024 0.006658 0.008361
8 2048 0.004293 0.004864
8 4096 0.004239 0.003590
8 8192 0.002375 0.002589
8 16384 0.001930 0.002118
8 32768 0.002021 0.002945
8 65536 0.002058 0.002092
16 1 4.169190 5.027958
16 2 2.084314 2.474704
16 4 1.052557 1.242587
16 8 0.532232 0.630382
16 16 0.282279 0.332332
16 32 0.147988 0.171688
16 64 0.077416 0.090194
16 128 0.043357 0.048466
16 256 0.024341 0.027676
16 512 0.015112 0.017602
16 1024 0.010762 0.010895
16 2048 0.007441 0.008561
16 4096 0.005608 0.005966
16 8192 0.005658 0.006472
16 16384 0.004187 0.007393
16 32768 0.004592 0.004759
16 65536 0.006141 0.005984
32 1 4.136934 5.021724
32 2 2.124777 2.535168
32 4 1.082192 1.291415
32 8 0.566074 0.667350
32 16 0.297001 0.347303
32 32 0.153562 0.181230
32 64 0.085466 0.098560
32 128 0.049916 0.056271
32 256 0.030229 0.034672
32 512 0.024448 0.025934
32 1024 0.017583 0.018252
32 2048 0.014292 0.014944
32 4096 0.013303 0.015120
32 8192 0.013533 0.013731
32 16384 0.011753 0.012707
32 32768 0.012063 0.012617
32 65536 0.011959 0.012387
64 1 4.227651 4.884982
64 2 2.049762 2.418451
64 4 1.094484 1.293984
64 8 0.581058 0.670212
64 16 0.301885 0.353515
64 32 0.167878 0.192466
64 64 0.097014 0.114737
64 128 0.063461 0.071480
64 256 0.044591 0.049071
64 512 0.034733 0.037690
64 1024 0.029165 0.033330
64 2048 0.025283 0.029172
64 4096 0.027455 0.028855
64 8192 0.025960 0.026113
64 16384 0.025045 0.024373
64 32768 0.026567 0.031106
64 65536 0.023718 0.026891
128 1 4.142461 4.952296
128 2 2.200018 2.578598
128 4 1.147981 1.350332
128 8 0.610940 0.707164
128 16 0.331390 0.386473
128 32 0.196955 0.224432
128 64 0.124560 0.137511
128 128 0.087284 0.099138
128 256 0.068033 0.079219
128 512 0.058240 0.064908
128 1024 0.053127 0.065063
128 2048 0.052194 0.052299
128 4096 0.048392 0.053271
128 8192 0.050360 0.055488
128 16384 0.049715 0.050815
128 32768 0.051630 0.052522
128 65536 0.048214 0.050774
256 1 4.432859 5.210105
256 2 2.327562 2.696541
256 4 1.211341 1.414752
256 8 0.670954 0.772605
256 16 0.392115 0.446957
256 32 0.249181 0.279260
256 64 0.188766 0.197931
256 128 0.145909 0.154087
256 256 0.120698 0.130296
256 512 0.104519 0.127136
256 1024 0.110636 0.107980
256 2048 0.098756 0.107106
256 4096 0.100249 0.104473
256 8192 0.100113 0.101971
256 16384 0.102521 0.112034
256 32768 0.099793 0.103271
256 65536 0.116359 0.104340
512 1 4.647739 5.690253
512 2 2.568441 3.009394
512 4 1.399852 1.610796
512 8 0.812364 0.939684
512 16 0.518479 0.579501
512 32 0.360726 0.409782
512 64 0.289805 0.314431
512 128 0.247806 0.255376
512 256 0.220109 0.232757
512 512 0.210559 0.218960
512 1024 0.205948 0.215257
512 2048 0.196355 0.213336
512 4096 0.202674 0.202005
512 8192 0.200290 0.210480
512 16384 0.199807 0.212318
512 32768 0.198109 0.205701
512 65536 0.201001 0.205882
1024 1 5.102808 6.030193
1024 2 2.810852 3.192618
1024 4 1.631171 1.845547
1024 8 1.020190 1.138868
1024 16 0.726265 0.800859
1024 32 0.577417 0.615916
1024 64 0.490563 0.516527
1024 128 0.453101 0.463032
1024 256 0.428133 0.430750
1024 512 0.416163 0.428518
1024 1024 0.413004 0.423514
1024 2048 0.397078 0.419519
1024 4096 0.397548 0.421145
1024 8192 0.394254 0.419735
1024 16384 0.404665 0.409198
1024 32768 0.399067 0.416315
1024 65536 0.388941 0.409251
