1 1 4.139765 18.202302
1 2 2.126672 9.029108
1 4 1.082428 4.552104
1 8 0.546180 2.281720
1 16 0.277344 1.139671
1 32 0.135244 0.565894
1 64 0.068708 0.287519
1 128 0.034351 0.144618
1 256 0.017865 0.074980
1 512 0.009530 0.037708
1 1024 0.004656 0.018857
1 2048 0.002451 0.009367
1 4096 0.001364 0.004993
1 8192 0.000855 0.002904
1 16384 0.000527 0.001600
1 32768 0.000444 0.001039
1 65536 0.000294 0.000692
2 1 4.306431 18.211986
2 2 2.141866 9.034932
2 4 1.077016 4.535946
2 8 0.556847 2.271144
2 16 0.269838 1.143192
2 32 0.135706 0.571703
2 64 0.069177 0.285786
2 128 0.035689 0.145546
2 256 0.018888 0.075252
2 512 0.009613 0.038234
2 1024 0.005066 0.019246
2 2048 0.002753 0.009972
2 4096 0.001643 0.005171
2 8192 0.001016 0.002985
2 16384 0.000741 0.001825
2 32768 0.000579 0.001219
2 65536 0.000483 0.000782
4 1 4.332144 18.250866
4 2 2.175301 9.092312
4 4 1.111742 4.544204
4 8 0.538569 2.258623
4 16 0.272878 1.135924
4 32 0.136499 0.573621
4 64 0.072443 0.289481
4 128 0.037897 0.148513
4 256 0.019906 0.075150
4 512 0.010314 0.041044
4 1024 0.005723 0.019988
4 2048 0.003221 0.010643
4 4096 0.002034 0.005902
4 8192 0.001437 0.003386
4 16384 0.001082 0.002218
4 32768 0.000906 0.001564
4 65536 0.000813 0.001170
8 1 4.325798 18.593693
8 2 2.261007 9.528380
8 4 1.142037 4.708662
8 8 0.564609 2.338948
8 16 0.283729 1.169089
8 32 0.149248 0.599681
8 64 0.077829 0.306540
8 128 0.039700 0.156899
8 256 0.021365 0.080272
8 512 0.012448 0.043018
8 1024 0.009017 0.022131
8 2048 0.004525 0.012080
8 4096 0.003124 0.007159
8 8192 0.002426 0.004568
8 16384 0.001989 0.003315
8 32768 0.001833 0.002592
8 65536 0.001685 0.002204
16 1 4.510731 18.517607
16 2 2.186256 9.203095
16 4 1.117208 4.599674
16 8 0.556668 2.300563
16 16 0.294088 1.168286
16 32 0.154191 0.600246
16 64 0.080141 0.305727
16 128 0.042982 0.158950
16 256 0.024597 0.081947
16 512 0.014633 0.044434
16 1024 0.009186 0.026848
16 2048 0.007080 0.014787
16 4096 0.005329 0.010082
16 8192 0.004603 0.007515
16 16384 0.004373 0.006029
16 32768 0.004052 0.005563
16 65536 0.003912 0.005233
32 1 4.404445 18.462945
32 2 2.200866 9.147626
32 4 1.126172 4.627944
32 8 0.592035 2.362448
32 16 0.310653 1.196970
32 32 0.161600 0.606810
32 64 0.088141 0.312997
32 128 0.050443 0.163297
32 256 0.031835 0.089769
32 512 0.022280 0.051213
32 1024 0.016356 0.033170
32 2048 0.013443 0.021143
32 4096 0.011847 0.016176
32 8192 0.011523 0.015736
32 16384 0.011590 0.012685
32 32768 0.011412 0.011945
32 65536 0.010684 0.011254
64 1 4.366243 18.646652
64 2 2.247838 9.257552
64 4 1.184298 4.728660
64 8 0.617665 2.408860
64 16 0.325053 1.224749
64 32 0.176147 0.630842
64 64 0.100221 0.328941
64 128 0.062780 0.177367
64 256 0.044241 0.102158
64 512 0.033296 0.064953
64 1024 0.028111 0.048082
64 2048 0.029063 0.034028
64 4096 0.024181 0.030885
64 8192 0.023017 0.025168
64 16384 0.022467 0.026473
64 32768 0.022225 0.023511
64 65536 0.022016 0.026815
128 1 4.474845 18.666424
128 2 2.370582 9.520187
128 4 1.234054 4.825296
128 8 0.649260 2.457150
128 16 0.354068 1.261102
128 32 0.199466 0.657830
128 64 0.125779 0.359847
128 128 0.087589 0.206383
128 256 0.068857 0.130646
128 512 0.058872 0.088158
128 1024 0.050327 0.068339
128 2048 0.047045 0.057546
128 4096 0.046367 0.054296
128 8192 0.045404 0.049862
128 16384 0.044654 0.050557
128 32768 0.045052 0.049248
128 65536 0.044564 0.049051
256 1 4.658164 19.037163
256 2 2.477350 9.651468
256 4 1.300060 4.873514
256 8 0.706512 2.515643
256 16 0.399372 1.319298
256 32 0.253093 0.710011
256 64 0.174454 0.410528
256 128 0.137938 0.254277
256 256 0.112922 0.181074
256 512 0.102570 0.136491
256 1024 0.095752 0.113944
256 2048 0.093563 0.104818
256 4096 0.092691 0.098928
256 8192 0.095218 0.095632
256 16384 0.088740 0.094396
256 32768 0.089818 0.092722
256 65536 0.091107 0.093646
512 1 4.940424 19.455064
512 2 2.596946 9.729806
512 4 1.427267 5.020866
512 8 0.804206 2.646320
512 16 0.505346 1.433875
512 32 0.354247 0.821675
512 64 0.276091 0.511519
512 128 0.229169 0.352887
512 256 0.206336 0.270219
512 512 0.194088 0.230516
512 1024 0.187610 0.209226
512 2048 0.186135 0.203831
512 4096 0.188434 0.193011
512 8192 0.184249 0.188904
512 16384 0.182966 0.192064
512 32768 0.182502 0.187514
512 65536 0.181455 0.188277
1024 1 5.127635 19.655609
1024 2 2.798156 10.067814
1024 4 1.606031 5.290417
1024 8 0.997109 2.866745
1024 16 0.704294 1.651453
1024 32 0.558182 1.031952
1024 64 0.458903 0.701341
1024 128 0.415686 0.536922
1024 256 0.389609 0.456401
1024 512 0.375433 0.421342
1024 1024 0.372415 0.401986
1024 2048 0.367235 0.387251
1024 4096 0.371121 0.382704
1024 8192 0.373712 0.382600
1024 16384 0.365325 0.383075
1024 32768 0.363357 0.378341
1024 65536 0.367750 0.375503
