2023-02-22-02:42:13.637-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:13.799-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:13.958-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:14.116-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:14.272-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:14.428-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:14.594-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:14.754-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:14.916-UTC 61.89 64.06 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:15.074-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:15.232-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:15.389-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:15.547-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:15.703-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:15.858-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:16.018-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:16.179-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:16.338-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:16.494-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:16.653-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:16.813-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:16.969-UTC 61.89 64.32 66.23 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:17.128-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:17.287-UTC 61.89 64.39 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:17.444-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:17.601-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:17.758-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:17.922-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:18.081-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:18.240-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:18.404-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:18.562-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:18.719-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:18.877-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:19.038-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:19.195-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:19.354-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:19.511-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:19.668-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:19.837-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:19.994-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:20.153-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:20.311-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:20.468-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:20.626-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:20.782-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:20.943-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:21.104-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:21.264-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:21.423-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:21.585-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:21.748-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:21.905-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:22.066-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:22.223-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:22.392-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:22.552-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:22.710-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:22.866-UTC 61.89 64.39 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:23.022-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:23.184-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:23.341-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:23.499-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:23.659-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:23.820-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:23.976-UTC 61.89 64.32 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:24.133-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:24.292-UTC 61.89 64.06 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:24.448-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
2023-02-22-02:42:24.607-UTC 61.89 64.00 66.30 65.12 65.65 64.00 64.65 62.08
