Epoch: [0][   1/1001]	Time  0.000 ( 0.000)	Data 0.000256 (0.000256)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (       0)	Acc@5   0.7812 (  0.7812)
Epoch: [0][  11/1001]	Time  0.000 ( 0.000)	Data  0.00307 ( 0.00197)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (       0)	Acc@5        0 (  0.7812)
Epoch: [0][  21/1001]	Time  0.000 ( 0.000)	Data    0.005 ( 0.00307)	Loss 6.9078e+00 (6.9077e+00)	Acc@1        0 (  0.0372)	Acc@5   0.7812 (  0.6696)
Epoch: [0][  31/1001]	Time  0.000 ( 0.000)	Data  0.00659 ( 0.00402)	Loss 6.9078e+00 (6.9077e+00)	Acc@1        0 (  0.0252)	Acc@5   0.7812 (  0.8065)
Epoch: [0][  41/1001]	Time  0.000 ( 0.000)	Data  0.00789 ( 0.00481)	Loss 6.9077e+00 (6.9077e+00)	Acc@1        0 ( 0.03811)	Acc@5    1.562 (  0.7812)
Epoch: [0][  51/1001]	Time  0.000 ( 0.000)	Data   0.0092 ( 0.00557)	Loss 6.9078e+00 (6.9077e+00)	Acc@1        0 ( 0.04596)	Acc@5        0 (  0.7353)
Epoch: [0][  61/1001]	Time  0.000 ( 0.000)	Data   0.0106 ( 0.00631)	Loss 6.9078e+00 (6.9077e+00)	Acc@1        0 ( 0.07684)	Acc@5    2.344 (  0.7941)
Epoch: [0][  71/1001]	Time  0.000 ( 0.000)	Data   0.0124 ( 0.00705)	Loss 6.9078e+00 (6.9077e+00)	Acc@1   0.7812 ( 0.08803)	Acc@5   0.7812 (  0.7923)
Epoch: [0][  81/1001]	Time  0.000 ( 0.000)	Data   0.0137 (  0.0078)	Loss 6.9078e+00 (6.9077e+00)	Acc@1        0 ( 0.08681)	Acc@5        0 (   0.733)
Epoch: [0][  91/1001]	Time  0.000 ( 0.000)	Data   0.0151 ( 0.00852)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 ( 0.08585)	Acc@5   0.7812 (  0.7126)
Epoch: [0][ 101/1001]	Time  0.000 ( 0.000)	Data   0.0173 ( 0.00928)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 ( 0.07735)	Acc@5   0.7812 (  0.7194)
Epoch: [0][ 111/1001]	Time  0.000 ( 0.000)	Data   0.0189 (  0.0101)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 ( 0.07038)	Acc@5   0.7812 (  0.6898)
Epoch: [0][ 121/1001]	Time  0.000 ( 0.000)	Data   0.0203 (  0.0109)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 ( 0.06457)	Acc@5   0.7812 (   0.665)
Epoch: [0][ 131/1001]	Time  0.000 ( 0.000)	Data   0.0218 (  0.0117)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 ( 0.07156)	Acc@5   0.7812 (    0.65)
Epoch: [0][ 141/1001]	Time  0.000 ( 0.000)	Data   0.0231 (  0.0124)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 ( 0.07757)	Acc@5   0.7812 (  0.6538)
Epoch: [0][ 151/1001]	Time  0.000 ( 0.000)	Data   0.0248 (  0.0132)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 ( 0.07761)	Acc@5        0 (  0.6416)
Epoch: [0][ 161/1001]	Time  0.000 ( 0.000)	Data    0.026 (  0.0139)	Loss 6.9078e+00 (6.9078e+00)	Acc@1   0.7812 ( 0.08249)	Acc@5   0.7812 (  0.6163)
Epoch: [0][ 171/1001]	Time  0.000 ( 0.000)	Data   0.0275 (  0.0147)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 ( 0.07767)	Acc@5        0 (  0.6122)
Epoch: [0][ 181/1001]	Time  0.000 ( 0.000)	Data   0.0286 (  0.0154)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 ( 0.07769)	Acc@5   0.7812 (  0.6129)
Epoch: [0][ 191/1001]	Time  0.000 ( 0.000)	Data   0.0301 (  0.0162)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 ( 0.07363)	Acc@5        0 (  0.6013)
Epoch: [0][ 201/1001]	Time  0.000 ( 0.000)	Data   0.0314 (  0.0169)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 ( 0.06996)	Acc@5        0 (  0.6063)
Epoch: [0][ 211/1001]	Time  0.000 ( 0.000)	Data   0.0326 (  0.0176)	Loss 6.9077e+00 (6.9078e+00)	Acc@1        0 ( 0.07035)	Acc@5        0 (  0.5887)
Epoch: [0][ 221/1001]	Time  0.000 ( 0.000)	Data   0.0336 (  0.0183)	Loss 6.9077e+00 (6.9078e+00)	Acc@1        0 ( 0.06717)	Acc@5   0.7812 (  0.5762)
Epoch: [0][ 231/1001]	Time  0.000 ( 0.000)	Data   0.0349 (   0.019)	Loss 6.9077e+00 (6.9078e+00)	Acc@1   0.7812 ( 0.07779)	Acc@5   0.7812 (  0.5783)
Epoch: [0][ 241/1001]	Time  0.000 ( 0.000)	Data    0.037 (  0.0197)	Loss 6.9077e+00 (6.9078e+00)	Acc@1        0 (  0.0778)	Acc@5    1.562 (  0.5705)
Epoch: [0][ 251/1001]	Time  0.000 ( 0.000)	Data   0.0382 (  0.0204)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 ( 0.08093)	Acc@5   0.7812 (  0.5696)
Epoch: [0][ 261/1001]	Time  0.000 ( 0.000)	Data   0.0403 (  0.0212)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 ( 0.08381)	Acc@5        0 (  0.5627)
