Epoch: [0][   1/1001]	Time  0.000 ( 0.000)	Data  9.3e-06 ( 9.3e-06)	Loss 6.9077e+00 (6.9077e+00)	Acc@1   0.7812 (  0.7812)	Acc@5    1.562 (   1.562)
Epoch: [0][  11/1001]	Time  0.000 ( 0.000)	Data 9.89e-05 (5.67e-05)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 ( 0.07102)	Acc@5        0 (  0.2841)
Epoch: [0][  21/1001]	Time  0.000 ( 0.000)	Data 0.000177 ( 9.8e-05)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (  0.1116)	Acc@5        0 (  0.5208)
Epoch: [0][  31/1001]	Time  0.000 ( 0.000)	Data 0.000256 (0.000135)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (  0.1008)	Acc@5        0 (  0.4536)
Epoch: [0][  41/1001]	Time  0.000 ( 0.000)	Data 0.000313 (0.000173)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (  0.1143)	Acc@5   0.7812 (  0.4764)
Epoch: [0][  51/1001]	Time  0.000 ( 0.000)	Data 0.000429 (0.000211)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (  0.1532)	Acc@5        0 (  0.4749)
Epoch: [0][  61/1001]	Time  0.000 ( 0.000)	Data 0.000506 (0.000254)	Loss 6.9077e+00 (6.9078e+00)	Acc@1        0 (  0.1409)	Acc@5   0.7812 (  0.5379)
Epoch: [0][  71/1001]	Time  0.000 ( 0.000)	Data 0.000624 (  0.0003)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (   0.143)	Acc@5   0.7812 (  0.5722)
Epoch: [0][  81/1001]	Time  0.000 ( 0.000)	Data 0.000699 (0.000346)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (   0.135)	Acc@5        0 (  0.5594)
Epoch: [0][  91/1001]	Time  0.000 ( 0.000)	Data 0.000782 ( 0.00039)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (  0.1288)	Acc@5        0 (  0.5323)
Epoch: [0][ 101/1001]	Time  0.000 ( 0.000)	Data  0.00087 (0.000433)	Loss 6.9077e+00 (6.9078e+00)	Acc@1        0 (   0.116)	Acc@5   0.7812 (  0.5415)
Epoch: [0][ 111/1001]	Time  0.000 ( 0.000)	Data 0.000944 (0.000476)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (  0.1126)	Acc@5        0 (  0.5279)
Epoch: [0][ 121/1001]	Time  0.000 ( 0.000)	Data    0.001 (0.000517)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (  0.1098)	Acc@5        0 (   0.523)
Epoch: [0][ 131/1001]	Time  0.000 ( 0.000)	Data  0.00105 (0.000556)	Loss 6.9077e+00 (6.9078e+00)	Acc@1   0.7812 (  0.1312)	Acc@5    1.562 (  0.5487)
Epoch: [0][ 141/1001]	Time  0.000 ( 0.000)	Data  0.00114 (0.000594)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (  0.1219)	Acc@5        0 (  0.5208)
Epoch: [0][ 151/1001]	Time  0.000 ( 0.000)	Data  0.00119 (0.000632)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (  0.1138)	Acc@5        0 (  0.4967)
Epoch: [0][ 161/1001]	Time  0.000 ( 0.000)	Data  0.00126 (0.000669)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (  0.1068)	Acc@5        0 (  0.4804)
Epoch: [0][ 171/1001]	Time  0.000 ( 0.000)	Data  0.00132 (0.000706)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (  0.1051)	Acc@5        0 (  0.4706)
Epoch: [0][ 181/1001]	Time  0.000 ( 0.000)	Data  0.00143 (0.000743)	Loss 6.9078e+00 (6.9078e+00)	Acc@1        0 (  0.1036)	Acc@5        0 (  0.4877)
Epoch: [0][ 191/1001]	Time  0.000 ( 0.000)	Data   0.0015 (0.000781)	Loss 6.9077e+00 (6.9078e+00)	Acc@1        0 (  0.1104)	Acc@5    2.344 (  0.4949)
