1 1 4.533603 5.686355
1 2 2.230595 2.795151
1 4 1.128933 1.395747
1 8 0.566653 0.700665
1 16 0.280853 0.356341
1 32 0.141271 0.177194
1 64 0.071792 0.090838
1 128 0.034991 0.044764
1 256 0.019504 0.023340
1 512 0.010069 0.012479
1 1024 0.005366 0.006337
1 2048 0.002626 0.003360
1 4096 0.001456 0.001716
1 8192 0.000839 0.001003
1 16384 0.000551 0.000650
1 32768 0.000430 0.000487
1 65536 0.000321 0.000344
2 1 4.526663 5.651865
2 2 2.259459 2.849732
2 4 1.129908 1.443327
2 8 0.566728 0.703374
2 16 0.278047 0.351881
2 32 0.140358 0.177296
2 64 0.071604 0.089672
2 128 0.037533 0.048262
2 256 0.020663 0.024261
2 512 0.010279 0.012450
2 1024 0.005629 0.006496
2 2048 0.002945 0.003958
2 4096 0.001809 0.002015
2 8192 0.001117 0.001216
2 16384 0.000765 0.000911
2 32768 0.000612 0.000679
2 65536 0.000491 0.000540
4 1 4.534504 5.714692
4 2 2.258651 2.891823
4 4 1.123158 1.408133
4 8 0.564548 0.717793
4 16 0.284762 0.360305
4 32 0.144027 0.180329
4 64 0.080976 0.096183
4 128 0.040625 0.049976
4 256 0.019988 0.025144
4 512 0.012975 0.016389
4 1024 0.006190 0.007346
4 2048 0.003392 0.004221
4 4096 0.003525 0.003638
4 8192 0.001890 0.001811
4 16384 0.001174 0.001278
4 32768 0.000963 0.001593
4 65536 0.001863 0.001232
8 1 4.553811 5.790699
8 2 2.300644 2.860327
8 4 1.111231 1.427931
8 8 0.562373 0.713588
8 16 0.282432 0.358568
8 32 0.152107 0.189289
8 64 0.080781 0.101343
8 128 0.044596 0.052537
8 256 0.025158 0.029767
8 512 0.013219 0.016813
8 1024 0.009349 0.008629
8 2048 0.004836 0.006930
8 4096 0.003329 0.003853
8 8192 0.002647 0.002955
8 16384 0.003011 0.002671
8 32768 0.001988 0.003389
8 65536 0.002816 0.002579
16 1 4.470690 5.650150
16 2 2.245656 2.852116
16 4 1.151871 1.439837
16 8 0.570797 0.713837
16 16 0.303910 0.380666
16 32 0.159715 0.201220
16 64 0.084851 0.104970
16 128 0.047605 0.057054
16 256 0.026017 0.034786
16 512 0.016773 0.023233
16 1024 0.012778 0.015960
16 2048 0.010121 0.012929
16 4096 0.008082 0.006612
16 8192 0.005253 0.006690
16 16384 0.007021 0.005449
16 32768 0.008995 0.005289
16 65536 0.006925 0.005300
32 1 4.504233 5.661999
32 2 2.250951 2.910148
32 4 1.181996 1.493489
32 8 0.634695 0.772389
32 16 0.328816 0.405245
32 32 0.173578 0.212912
32 64 0.097531 0.114162
32 128 0.056702 0.065855
32 256 0.041475 0.043684
32 512 0.024378 0.031945
32 1024 0.025886 0.027112
32 2048 0.018715 0.021593
32 4096 0.020727 0.017288
32 8192 0.014094 0.014947
32 16384 0.014228 0.022318
32 32768 0.016046 0.018127
32 65536 0.015693 0.016619
64 1 4.697432 5.854890
64 2 2.354549 2.918796
64 4 1.244598 1.547095
64 8 0.652917 0.804139
64 16 0.341546 0.422918
64 32 0.191468 0.235101
64 64 0.112979 0.130677
64 128 0.075390 0.085109
64 256 0.060795 0.066488
64 512 0.044795 0.047587
64 1024 0.041542 0.038550
64 2048 0.032361 0.036344
64 4096 0.029212 0.038558
64 8192 0.031458 0.035335
64 16384 0.040636 0.034963
64 32768 0.025062 0.034259
64 65536 0.031752 0.034863
128 1 4.642731 5.816357
128 2 2.473886 3.076636
128 4 1.312497 1.606879
128 8 0.675470 0.837652
128 16 0.381985 0.474824
128 32 0.225758 0.269191
128 64 0.146872 0.174671
128 128 0.113747 0.123010
128 256 0.085593 0.097907
128 512 0.073594 0.079747
128 1024 0.066959 0.071004
128 2048 0.069481 0.066768
128 4096 0.053312 0.072511
128 8192 0.068347 0.062873
128 16384 0.066202 0.063432
128 32768 0.060090 0.064379
128 65536 0.057811 0.067638
256 1 4.896832 6.119409
256 2 2.576910 3.183018
256 4 1.329636 1.668991
256 8 0.772952 0.906071
256 16 0.461388 0.537089
256 32 0.289996 0.343861
256 64 0.231653 0.249412
256 128 0.182521 0.200456
256 256 0.162010 0.172451
256 512 0.141776 0.139023
256 1024 0.121300 0.137826
256 2048 0.121586 0.136468
256 4096 0.125321 0.135802
256 8192 0.125128 0.129330
256 16384 0.123484 0.130102
256 32768 0.114822 0.143747
256 65536 0.126425 0.139495
512 1 5.226146 6.543799
512 2 2.730161 3.336646
512 4 1.520794 1.827636
512 8 0.919175 1.138169
512 16 0.600597 0.684047
512 32 0.425633 0.493032
512 64 0.343426 0.385726
512 128 0.303317 0.314378
512 256 0.268131 0.304135
512 512 0.254809 0.288939
512 1024 0.266438 0.264673
512 2048 0.247269 0.258643
512 4096 0.256545 0.298416
512 8192 0.261203 0.260255
512 16384 0.260164 0.263351
512 32768 0.253786 0.261802
512 65536 0.256854 0.247149
1024 1 5.535702 6.763004
1024 2 3.129479 3.751618
1024 4 1.829313 2.158691
1024 8 1.170985 1.370167
1024 16 0.887234 0.975294
1024 32 0.697093 0.778332
1024 64 0.592065 0.648121
1024 128 0.545603 0.598883
1024 256 0.553710 0.544930
1024 512 0.541063 0.538604
1024 1024 0.505013 0.522329
1024 2048 0.521019 0.516220
1024 4096 0.524497 0.537120
1024 8192 0.494241 0.530586
1024 16384 0.500273 0.520601
1024 32768 0.498786 0.509737
1024 65536 0.500602 0.552683
